model,dataset,stage,layer,mse,sqnr
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv2.weight,1.3986906196805649e-05,9.143602834940712
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv3.weight,9.460951332584955e-06,12.998698697774003
resnet50_no_weights,CIFAR10,QAT,layer3.0.downsample.0.weight,1.7731163097778335e-05,7.417933261210139
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv1.weight,2.2815183911006898e-05,8.974902087016963
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv2.weight,1.0694690899981651e-05,8.515481163266328
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv3.weight,6.664668489975156e-06,12.640722569161213
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv1.weight,2.550276622059755e-05,8.78042307850289
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv2.weight,1.3942665646027308e-05,7.832639998567705
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv3.weight,6.609515367017593e-06,12.630557406626082
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv1.weight,3.649789505288936e-05,7.702102197864194
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv2.weight,1.1174804058100563e-05,9.44213419824001
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv3.weight,6.96090182827902e-06,12.732515527658485
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv1.weight,3.535142604960129e-05,7.4439898230653885
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv2.weight,1.5342922779382206e-05,6.53547371573613
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv3.weight,5.444063390314113e-06,12.162356237215867
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv1.weight,3.438255953369662e-05,7.285178209919122
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv2.weight,2.055694676528219e-05,3.914036149628122
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv3.weight,4.7183589231281076e-06,11.561537931555998
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv1.weight,1.2208931366330944e-05,9.00641980707686
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv2.weight,8.125878594000824e-06,3.1533066150639044
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv3.weight,4.244227966410108e-06,8.703745956284184
resnet50_no_weights,CIFAR10,QAT,layer4.0.downsample.0.weight,7.4074778240174055e-06,7.115466532863115
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv1.weight,1.0249529623251874e-05,9.898393762727185
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv2.weight,7.602944151585689e-06,8.64050630896051
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv3.weight,4.904436536889989e-06,10.941363561644685
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv1.weight,1.0092651791637763e-05,9.312572601621376
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv2.weight,7.662202733627055e-06,3.5586577504176327
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv3.weight,4.302618435758632e-06,8.603636881834596
resnet50_no_weights,CIFAR10,QAT,fc.weight,9.620431228540838e-05,13.598542456394862
