model,dataset,stage,layer,hessian_trace_fused,delta_w_sq,delta_w_sq_per_param,trh_times_dwsq,fp32_acc,isolated_acc,weight_damage_pts,abs_weight_damage_pts
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv1,12.633180197761464,1.2372857332229614,4.719870503322454e-06,15.63085362392509,81.14,81.22,-0.0799999999999983,0.0799999999999983
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv2,18.26218701377909,3.2656478881835938,5.536648030910227e-06,59.637872455161535,81.14,81.14,0.0,0.0
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv3,15.062019395839997,1.635819435119629,6.2401559262070805e-06,24.63874405986388,81.14,81.16,-0.01999999999999602,0.01999999999999602
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv1,24.64376369405676,1.524686574935913,5.816217708343174e-06,37.574015660221406,81.14,81.26,-0.12000000000000455,0.12000000000000455
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv2,39.0170218708751,4.894400596618652,8.298069587908685e-06,190.96493512309408,81.14,81.15,-0.010000000000005116,0.010000000000005116
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv3,23.892253219734908,2.2285897731781006,8.50139531394234e-06,53.24603118368276,81.14,81.11,0.030000000000001137,0.030000000000001137
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv1,45.13509461095391,1.7431248426437378,6.649493570876075e-06,78.67610469142925,81.14,81.23,-0.09000000000000341,0.09000000000000341
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv2,53.01434963172579,4.767820358276367,8.083462792759141e-06,252.76289545492347,81.14,81.06,0.0799999999999983,0.0799999999999983
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv3,29.43252039517244,2.1120572090148926,8.05685886007268e-06,62.163166880101805,81.14,81.14,0.0,0.0
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv1,46.10482379036301,1.6484549045562744,6.28835641691694e-06,76.0017229009267,81.14,81.15,-0.010000000000005116,0.010000000000005116
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv2,22.709127318738688,5.684490203857422,9.63760410538978e-06,129.08981178152104,81.14,81.21,-0.06999999999999318,0.06999999999999318
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv3,18.2556316390182,1.5313644409179688,5.841691745445132e-06,27.95602513848949,81.14,81.21,-0.06999999999999318,0.06999999999999318
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv1,29.388665399075787,1.3343713283538818,5.090222657599952e-06,39.215392487112524,81.14,81.1,0.04000000000000625,0.04000000000000625
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv2,7.032504901179561,4.912012100219727,8.327928501077824e-06,34.54374916944853,81.14,81.06,0.0799999999999983,0.0799999999999983
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv3,9.93804277321843,1.1899645328521729,4.539354449661914e-06,11.825918426097783,81.14,81.15,-0.010000000000005116,0.010000000000005116
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv1,60.55125993160853,2.283356189727783,4.355156306701247e-06,138.26009416065423,81.14,81.24,-0.09999999999999432,0.09999999999999432
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv2,18.86596628490545,11.027166366577148,4.673922376241535e-06,208.03814888988782,81.14,81.07,0.07000000000000739,0.07000000000000739
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv3,18.27859175693968,5.125419616699219,4.887981049250811e-06,93.68545275665527,81.14,81.09,0.04999999999999716,0.04999999999999716
resnet50_no_weights,CIFAR10,PTQ,layer4.0.downsample.0,41.08750199999904,9.382972717285156,4.474150046007708e-06,385.5229102873903,81.14,81.16,-0.01999999999999602,0.01999999999999602
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv1,58.13751923239676,5.410490989685059,5.159846296010073e-06,314.5525239695245,81.14,81.05,0.09000000000000341,0.09000000000000341
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv2,134.10486190995638,12.693778991699219,5.380324890009231e-06,1702.2974787973292,81.14,81.23,-0.09000000000000341,0.09000000000000341
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv3,28.33134252716499,5.566078186035156,5.308225809130818e-06,157.69446762154317,81.14,81.26,-0.12000000000000455,0.12000000000000455
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv1,59.65469548838493,4.902710437774658,4.675589025282534e-06,292.46969823317363,81.14,81.04,0.09999999999999432,0.09999999999999432
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv2,9.10357150837636,11.292945861816406,4.786574411102467e-06,102.80614019326856,81.14,80.98,0.1599999999999966,0.1599999999999966
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv3,5.924344429755374,5.5803728103637695,5.321858225215692e-06,33.06005057503694,81.14,81.18,-0.04000000000000625,0.04000000000000625
resnet50_no_weights,CIFAR10,PTQ,fc,6.36386764567928,2.3488528728485107,0.0001146900816820562,14.947788801981465,81.14,81.71,-0.5699999999999932,0.5699999999999932
cnn,CIFAR10,PTQ,conv1,460.4619726650957,0.9220477342605591,0.0010671848776163879,424.567918608999,81.3,75.67,5.6299999999999955,5.6299999999999955
cnn,CIFAR10,PTQ,conv2,928.2219540137362,1.3286471366882324,7.208372052345012e-05,1233.2794414115067,81.3,79.13,2.1700000000000017,2.1700000000000017
cnn,CIFAR10,PTQ,conv3,346.21536082258126,7.56960391998291,0.00010266932400150431,2620.7131524409087,81.3,80.64,0.6599999999999966,0.6599999999999966
cnn,CIFAR10,PTQ,conv4,23.240784750241623,30.312421798706055,0.00010278463337777389,704.4844702822594,81.3,81.22,0.0799999999999983,0.0799999999999983
cnn,CIFAR10,PTQ,fc1,13.31534943950745,8.774249076843262,8.367775990336668e-06,116.8321925274437,81.3,81.38,-0.0799999999999983,0.0799999999999983
cnn,CIFAR10,PTQ,fc2,5.183291802104614,2.1446447372436523,0.0002094379626214504,11.116319484981828,81.3,81.28,0.01999999999999602,0.01999999999999602
resnet18_no_weights,CIFAR10,QAT,conv1,146.30511188373774,0.20275971293449402,0.00011733779683709145,29.664782486395694,84.18,90.08,-5.8999999999999915,5.8999999999999915
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv1,36.10241290029504,0.7173295617103577,1.9458809725215866e-05,25.897328022455007,84.18,89.67,-5.489999999999995,5.489999999999995
