model,dataset,layer,trace_random_mean,trace_random_std,trace_trained_fp32,ratio_trained_over_random,elev_over_median_random,elev_over_median_trained,classification
resnet18_no_weights,CIFAR10,layer3.1.conv2.weight,231.9603369184188,49.606241871611616,59.290590112859554,0.255606587318039,3.2390787535891077,1.0560589362958777,architectural
resnet18_no_weights,CIFAR10,layer4.0.conv1.weight,287.0963427789575,73.48531738343488,61.31187438964844,0.21355853507633832,4.008994281015877,1.0920611976873404,architectural
resnet18_no_weights,CIFAR10,layer4.0.conv2.weight,342.9552169045931,105.83748376630112,61.62225610238534,0.1796801829071697,4.789003892932369,1.0975895855946745,architectural
resnet18_no_weights,CIFAR10,layer4.0.downsample.0.weight,80.56452825579477,22.42157277774852,30.60015737093412,0.3798217160010881,1.1249977269090312,0.5450370721917678,architectural
resnet18_no_weights,CIFAR10,layer4.1.conv1.weight,393.4169353356859,151.43265258409858,51.63763761520386,0.13125423177612744,5.493647980844839,0.919747780363492,architectural
resnet18_no_weights,CIFAR10,layer4.1.conv2.weight,566.4999907437314,266.4959162174032,18.866980361938477,0.033304467202495275,7.910568282075742,0.33605068146930955,architectural
cnn,CIFAR10,conv1.weight,0.0026291641879874774,8.861847536537242e-05,55.032780227661135,20931.66356026878,0.011297313243331766,0.9148855692339739,learned
cnn,CIFAR10,conv2.weight,0.03696649944705915,0.004525507348157379,128.12882804870605,3466.079557578971,0.1588421619581511,2.1300616705114686,learned
cnn,CIFAR10,conv3.weight,0.11305265782607926,0.005338458946044032,206.46302599225726,1826.2553925081615,0.4857784440727759,3.432318743107098,learned
cnn,CIFAR10,conv4.weight,0.3523968046006336,0.07672206160291524,65.27249526977539,185.22442433536762,1.514221555927224,1.085114430766026,architectural
cnn,CIFAR10,fc1.weight,0.3813486710401019,0.08091558753284928,12.831473995657529,33.64761691881757,1.6386254655956207,0.21331523397626803,architectural
cnn,CIFAR10,fc2.weight,0.5146704112885745,0.05262537930533856,4.486801915698582,8.7178159406231,2.211498574325292,0.07459027706219229,architectural
