model,dataset,variant,probe_seed,canonical_layer,quantized_layer,weight_shape,hessian_trace,seed,n_seeds,metric_std
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer3.5.conv1,layer3.5.conv1,"(256, 1024, 1, 1)",18.839963396390278,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.5.conv1,layer3.5.conv1,"(256, 1024, 1, 1)",14.955784869916512,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.5.conv1,layer3.5.conv1,"(256, 1024, 1, 1)",15.900706627789665,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.5.conv1,layer3.5.conv1,"(256, 1024, 1, 1)",16.56548496469882,aggregate,3,2.025625430403596
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer3.5.conv2,layer3.5.conv2,"(256, 256, 3, 3)",11.36693286895752,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.5.conv2,layer3.5.conv2,"(256, 256, 3, 3)",14.087149784482758,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.5.conv2,layer3.5.conv2,"(256, 256, 3, 3)",14.772118091583252,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.5.conv2,layer3.5.conv2,"(256, 256, 3, 3)",13.40873358167451,aggregate,3,1.8011129915337727
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer3.5.conv3,layer3.5.conv3,"(1024, 256, 1, 1)",6.826062829406173,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.5.conv3,layer3.5.conv3,"(1024, 256, 1, 1)",6.846596728200498,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.5.conv3,layer3.5.conv3,"(1024, 256, 1, 1)",5.948839821598747,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.5.conv3,layer3.5.conv3,"(1024, 256, 1, 1)",6.540499793068473,aggregate,3,0.512495416203493
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer4.0.conv1,layer4.0.conv1,"(512, 1024, 1, 1)",26.798328018188478,42,3,
