model,dataset,stage,layer,calib_min,calib_max,range_width,scale,zero_point,act_p99,act_p999,act_max,outlier_factor,range_over_p99
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv1,-16.343652725219727,10.817795753479004,27.16144847869873,0.10651548951864243,153,0.4775513708591461,1.053437352180481,5.1932573318481445,10.874761646071994,56.87649567382355
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv2,-20.18657112121582,19.514982223510742,39.70155334472656,0.15569236874580383,130,0.47673869132995605,1.0239139795303345,8.556848526000977,17.948718410351738,83.27738878078323
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv3,-20.9580020904541,31.62518310546875,52.58318519592285,0.20620855689048767,102,0.1861010491847992,0.4445747137069702,14.440465927124023,77.59475827986641,282.5517933738649
resnet50_no_weights,CIFAR10,PTQ,layer3.0.downsample.0,-18.07193374633789,15.606222152709961,33.67815589904785,0.13207119703292847,137,0.421089231967926,1.293039083480835,7.575088977813721,17.989272588168934,79.97866804063298
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv1,-26.877540588378906,28.762094497680664,55.63963508605957,0.2181946337223053,123,0.4055948853492737,1.1246007680892944,12.946252822875977,31.919171790658677,137.18031734583167
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv2,-29.28882598876953,28.912206649780273,58.201032638549805,0.22823935747146606,128,0.38987067341804504,2.4304630756378174,10.717780113220215,27.490603535926653,149.28292022658195
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv3,-51.725738525390625,47.840179443359375,99.56591796875,0.39045459032058716,132,0.09628848731517792,1.0295289754867554,18.36435890197754,190.7222702737669,1034.0376170086065
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv1,-39.264041900634766,36.81121826171875,76.07526016235352,0.2983343303203583,132,0.3607891798019409,1.1844426393508911,14.568777084350586,40.38030489813545,210.857931504808
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv2,-39.593116760253906,36.93125915527344,76.52437591552734,0.3000955879688263,132,0.34006035327911377,2.563056707382202,13.432112693786621,39.49920231589552,225.0317485635201
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv3,-72.50521850585938,52.89249801635742,125.3977165222168,0.49175575375556946,147,0.07385165244340897,0.8651195168495178,20.1263370513916,272.523855398009,1697.9676469433984
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv1,-52.10789489746094,41.44572067260742,93.55361557006836,0.3668769299983978,142,0.34720516204833984,1.0857399702072144,15.334693908691406,44.166088482741,269.44765169431236
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv2,-30.944995880126953,41.5314826965332,72.47647857666016,0.28422147035598755,109,0.3266606330871582,2.082411289215088,14.795421600341797,45.292943506890666,221.87086913935627
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv3,-36.499977111816406,31.290647506713867,67.79062461853027,0.2658455967903137,137,0.07771681249141693,0.6683647036552429,11.116836547851562,143.04287825854038,872.2774705411019
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv1,-48.78162384033203,42.412010192871094,91.19363403320312,0.35762208700180054,136,0.2587224245071411,1.5873762369155884,14.100667953491211,54.501143379251275,352.47672947918767
