model,dataset,stage,layer,calib_min,calib_max,range_width,scale,zero_point,act_p99,act_p999,act_max,outlier_factor,range_over_p99
resnet50_no_weights,CIFAR10,PTQ,layer3.0.downsample.0,-18.07193374633789,15.606222152709961,33.67815589904785,0.13207119703292847,137,0.4211837649345398,1.2932780981063843,7.575089931488037,17.98523723407372,79.96071715699226
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv1,-26.877540588378906,28.762094497680664,55.63963508605957,0.2181946337223053,123,0.40563255548477173,1.1246007680892944,12.946252822875977,31.916207532711226,137.1675777343971
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv2,-29.28882598876953,28.912206649780273,58.201032638549805,0.22823935747146606,128,0.38981032371520996,2.4301319122314453,10.717781066894531,27.494862026088345,149.30603192816073
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv3,-51.725738525390625,47.840179443359375,99.56591796875,0.39045459032058716,132,0.09628848731517792,1.0295288562774658,18.36435317993164,190.72221084770197,1034.0376170086065
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv1,-39.264041900634766,36.81121826171875,76.07526016235352,0.2983343303203583,132,0.36068958044052124,1.1844426393508911,14.568778991699219,40.391460640215676,210.91615696089826
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv2,-39.593116760253906,36.93125915527344,76.52437591552734,0.3000955879688263,132,0.34022238850593567,2.56390380859375,13.432123184204102,39.480421153911685,224.92457433968156
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv3,-72.50521850585938,52.89249801635742,125.3977165222168,0.49175575375556946,147,0.07385165989398956,0.865119457244873,20.126331329345703,272.5237504239724,1697.9674756426473
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv1,-52.10789489746094,41.44572067260742,93.55361557006836,0.3668769299983978,142,0.34733396768569946,1.0889228582382202,15.334692001342773,44.14970439982723,269.3477294876166
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv2,-30.944995880126953,41.5314826965332,72.47647857666016,0.28422147035598755,109,0.3270980715751648,2.092198133468628,14.8011474609375,45.24987686311169,221.5741542823666
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv3,-36.499977111816406,31.290647506713867,67.79062461853027,0.2658455967903137,137,0.07771681249141693,0.6705851554870605,11.125718116760254,143.1571594368848,872.2774705411019
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv1,-48.78162384033203,42.412010192871094,91.19363403320312,0.35762208700180054,136,0.25878381729125977,1.5959796905517578,14.109844207763672,54.523672907580305,352.39310938274474
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv2,-42.26999282836914,49.074974060058594,91.34496688842773,0.3582155704498291,118,0.2525375187397003,3.001156806945801,17.868656158447266,70.75644144926103,361.70849917386073
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv3,-29.101869583129883,27.984045028686523,57.085914611816406,0.2238663285970688,130,0.044776950031518936,1.0452619791030884,9.1638822555542,204.65624052338651,1274.8951094621914
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv1,-52.00236892700195,48.78786849975586,100.79023742675781,0.39525583386421204,132,0.22716128826141357,2.544198751449585,16.120193481445312,70.96364704048716,443.69460218402185
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv2,-61.12300491333008,73.40970611572266,134.53271102905273,0.5275792479515076,116,0.22288069128990173,6.000948429107666,25.061803817749023,112.44493039170918,603.6086403468013
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv3,-46.99320983886719,45.30756759643555,92.30077743530273,0.36196383833885193,130,0.01648685336112976,2.4132630825042725,14.411571502685547,874.1250490322791,5598.447163539146
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv1,-64.69898223876953,58.931182861328125,123.63016510009766,0.48482418060302734,133,0.2524850368499756,3.3844544887542725,19.244266510009766,76.21943363497039,489.6534331005034
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv2,-86.23670196533203,84.69078826904297,170.927490234375,0.6703038811683655,129,0.2421921193599701,7.1002936363220215,26.51810646057129,109.49202860377729,705.7516598231073
