model,dataset,stage,layer,trace
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv2.weight,21.481815814971924
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv3.weight,12.89502410888672
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv1.weight,16.301939964294434
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv2.weight,19.217644572257996
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv3.weight,6.975056425730387
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,55.679823194231304
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,43.10322366441999
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv3.weight,45.63347784678141
resnet50_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,74.83946151733399
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,6.929269194602966
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,12.697506189346313
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv3.weight,12.674888849258423
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv1.weight,4.543968511952294
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv2.weight,15.593027440706889
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv3.weight,10.990075453122456
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv1.weight,8.43156831264496
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv2.weight,15.87366509437561
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv3.weight,12.68237853050232
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv1.weight,10.809480778376262
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv2.weight,15.116950432459513
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv3.weight,9.03732245763143
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv1.weight,18.214372936884562
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv2.weight,36.29364566802978
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv3.weight,18.556662877400715
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,95.85201418841326
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,98.15541547139486
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv3.weight,123.7520341873169
resnet50_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,88.89352747599284
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,41.10993582407634
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,85.50162072017275
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv3.weight,54.71145095825195
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv1.weight,171.64760208129883
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv2.weight,123.07428334554037
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv3.weight,18.339781337314182
resnet50_no_weights,IMAGENET100,FP32,fc.weight,3.4771734635035196
resnet50_no_weights,IMAGENET100,PTQ,conv1.weight,3976.342025756836
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,43.96620200475057
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,52.821937799453735
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv3.weight,56.76295471191406
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.downsample.0.weight,48.20503078188215
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,20.511110019683837
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,4.606257174549432
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv3.weight,9.611436398824056
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv1.weight,2.1955238838990527
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv2.weight,0.4840011810262998
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv3.weight,1.6914952198664348
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,10.593791414190221
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,42.42639514378139
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv3.weight,37.29242509206136
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,56.82176399230957
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,20.31947511434555
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,15.419360287984212
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv3.weight,23.84432160059611
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv1.weight,9.304199457168579
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv2.weight,33.67115804884169
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv3.weight,46.66173114776611
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv1.weight,10.464597610326914
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv2.weight,7.229259721164046
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv3.weight,19.73858757019043
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,55.10375540597098
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,43.6036070505778
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv3.weight,112.73736877441407
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,58.205694913864136
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,15.986046444286
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,12.448479203616872
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv3.weight,34.130089950561526
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv1.weight,19.678054269154867
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv2.weight,14.391909297307333
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv3.weight,33.277427419026694
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv1.weight,14.36920960744222
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv2.weight,10.137456168299137
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv3.weight,39.64455375671387
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv1.weight,11.90971131324768
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv2.weight,7.727460106213887
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv3.weight,33.68537664413452
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv1.weight,18.959347502390543
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv2.weight,26.1117924451828
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv3.weight,74.76277012295193
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,57.80169970194499
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,79.10427398681641
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv3.weight,244.95682920258622
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,49.535596211751304
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,25.43912931850978
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,57.659065628051756
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv3.weight,206.29482403923484
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv1.weight,32.92913983662923
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv2.weight,50.55380268096924
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv3.weight,63.280181630452475
resnet50_no_weights,IMAGENET100,PTQ,fc.weight,9.669854323069254
resnet50_no_weights,IMAGENET100,QAT,conv1.weight,1179.5435440063477
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,11.917145765744722
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,17.59101848602295
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv3.weight,17.193663557370503
resnet50_no_weights,IMAGENET100,QAT,layer1.0.downsample.0.weight,18.71818775600857
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,4.916813627878825
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,1.4004968638221422
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv3.weight,8.248955496152242
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv1.weight,0.31333791042367615
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv2.weight,0.08406009236350656
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv3.weight,0.5245207528273265
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,3.050882998265718
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,16.218431107203166
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv3.weight,10.580159306526184
resnet50_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,24.798123931884767
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,9.666399995485941
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,10.556272141138713
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv3.weight,11.998265179720791
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv1.weight,2.6649066720690047
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv2.weight,8.810755288159406
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv3.weight,17.04372355143229
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv1.weight,6.351722999413808
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv2.weight,4.087823688983917
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv3.weight,8.111194237073262
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,22.601227903366087
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,17.768371755426582
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv3.weight,43.551074441274004
resnet50_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,18.662233098347983
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,5.876337671279908
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,6.012334156036377
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv3.weight,17.562755314509072
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv1.weight,4.273906561044546
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv2.weight,3.5043729265530903
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv3.weight,16.805222098032633
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv1.weight,4.528257749297402
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv2.weight,3.8614579981023613
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv3.weight,14.674831275282235
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv1.weight,4.893699862062931
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv2.weight,3.2939239541689553
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv3.weight,18.019340073620832
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv1.weight,8.6084570646286
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv2.weight,9.315903770512548
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv3.weight,25.509195709228514
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,19.92986366965554
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,23.90792252222697
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv3.weight,117.97701212565104
resnet50_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,18.749044938520953
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,11.46684308052063
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,30.10575221379598
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv3.weight,81.62562012672424
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv1.weight,16.97164921760559
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv2.weight,18.450787135532924
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv3.weight,25.461022450373722
resnet50_no_weights,IMAGENET100,QAT,fc.weight,5.44749903678894
