model,dataset,stage,layer,eigenvalue
resnet18_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,12.335029602050781
resnet18_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,26.310470581054688
resnet18_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,28.578411102294922
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,90.1389389038086
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,109.79177856445312
resnet18_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,25.49715805053711
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,101.35218811035156
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,19.179548263549805
resnet18_no_weights,IMAGENET100,FP32,fc.weight,2.5916290283203125
resnet18_no_weights,IMAGENET100,PTQ,conv1.weight,1394.241455078125
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,146.91932678222656
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,14.229707717895508
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,59.5380973815918
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,7.033884048461914
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,301.5831298828125
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,10.37789535522461
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,30.087158203125
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,67.05010986328125
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,10.357553482055664
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,79.06166076660156
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,20.54218864440918
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,6.247391700744629
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,36.94232940673828
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,11.612262725830078
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,84.21810913085938
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,13.403576850891113
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,7.692863464355469
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,37.01592254638672
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,0.059160441160202026
resnet18_no_weights,IMAGENET100,PTQ,fc.weight,4.239762306213379
resnet18_no_weights,IMAGENET100,QAT,conv1.weight,766.1969604492188
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,102.7494125366211
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,13.674189567565918
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,59.74078369140625
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,7.040883541107178
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,448.22119140625
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,15.857336044311523
resnet18_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,40.94532775878906
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,44.70543670654297
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,11.018770217895508
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,111.10808563232422
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,27.29592514038086
resnet18_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,8.218728065490723
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,39.724464416503906
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,7.095223426818848
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,95.80608367919922
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,22.736175537109375
resnet18_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,7.203587532043457
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,42.609127044677734
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,0.05773240327835083
resnet18_no_weights,IMAGENET100,QAT,fc.weight,3.292546272277832
resnet50_no_weights,IMAGENET100,FP32,conv1.weight,28.825252532958984
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv1.weight,4.7080912590026855
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv2.weight,1.9756038188934326
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv3.weight,4.219901084899902
resnet50_no_weights,IMAGENET100,FP32,layer1.0.downsample.0.weight,9.349690437316895
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,0.17400097846984863
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,3.9599008560180664
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv3.weight,1.7451115846633911
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv1.weight,0.10240546613931656
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv2.weight,0.1487739533185959
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv3.weight,0.3853709101676941
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,1.4434179067611694
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv2.weight,15.012115478515625
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv3.weight,3.9013638496398926
resnet50_no_weights,IMAGENET100,FP32,layer2.0.downsample.0.weight,6.393095016479492
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv1.weight,0.6574796438217163
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv2.weight,22.668289184570312
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv3.weight,4.304220676422119
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv1.weight,1.2868963479995728
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv2.weight,4.397643566131592
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv3.weight,3.1563472747802734
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv1.weight,6.204363822937012
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv2.weight,7.153757095336914
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv3.weight,2.449435234069824
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,12.213897705078125
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,6.827367782592773
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv3.weight,8.363975524902344
resnet50_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,20.423412322998047
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,1.7968976497650146
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,3.939190149307251
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv3.weight,3.745696544647217
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv1.weight,0.7986042499542236
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv2.weight,4.066623687744141
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv3.weight,2.8309504985809326
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv1.weight,1.8080962896347046
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv2.weight,2.917114496231079
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv3.weight,2.8935930728912354
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv1.weight,2.856858730316162
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv2.weight,3.626781463623047
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv3.weight,2.858055591583252
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv1.weight,3.822568655014038
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv2.weight,5.594881534576416
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv3.weight,4.424638748168945
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,23.62928009033203
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,22.61520004272461
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv3.weight,22.620479583740234
resnet50_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,26.114242553710938
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,11.08091926574707
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,26.994075775146484
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv3.weight,21.780872344970703
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv1.weight,50.163124084472656
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv2.weight,47.20640563964844
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv3.weight,9.31417465209961
resnet50_no_weights,IMAGENET100,FP32,fc.weight,1.605353832244873
resnet50_no_weights,IMAGENET100,PTQ,conv1.weight,3601.54638671875
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,19.63905906677246
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,18.1910457611084
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv3.weight,16.037689208984375
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.downsample.0.weight,14.08017635345459
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,7.750885009765625
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,2.7841544151306152
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv3.weight,4.696605682373047
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv1.weight,0.9727075099945068
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv2.weight,0.2937268018722534
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv3.weight,1.0514695644378662
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,2.1576039791107178
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,12.981085777282715
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv3.weight,7.325882434844971
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,13.97108268737793
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,4.924962520599365
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,3.33721923828125
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv3.weight,5.3169097900390625
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv1.weight,2.1088976860046387
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv2.weight,7.794175148010254
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv3.weight,11.407642364501953
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv1.weight,4.141062259674072
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv2.weight,1.5504767894744873
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv3.weight,4.906538009643555
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,11.14600658416748
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,6.1191630363464355
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv3.weight,19.552946090698242
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,10.299337387084961
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,3.364450454711914
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,2.224869966506958
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv3.weight,6.342458724975586
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv1.weight,3.145372152328491
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv2.weight,3.294856548309326
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv3.weight,6.9824395179748535
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv1.weight,2.0202364921569824
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv2.weight,1.3676159381866455
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv3.weight,7.569729804992676
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv1.weight,1.576553225517273
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv2.weight,1.1409984827041626
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv3.weight,6.193558692932129
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv1.weight,2.4283430576324463
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv2.weight,3.9162278175354004
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv3.weight,12.443453788757324
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,11.074920654296875
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,11.709627151489258
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv3.weight,52.18061828613281
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,9.923133850097656
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,3.9602365493774414
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,9.736295700073242
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv3.weight,36.0489501953125
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv1.weight,9.021465301513672
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv2.weight,11.05091667175293
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv3.weight,12.155088424682617
resnet50_no_weights,IMAGENET100,PTQ,fc.weight,2.6294283866882324
resnet50_no_weights,IMAGENET100,QAT,conv1.weight,484.9388732910156
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,4.272395133972168
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,4.334329605102539
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv3.weight,5.312573432922363
resnet50_no_weights,IMAGENET100,QAT,layer1.0.downsample.0.weight,5.440558433532715
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,2.236191749572754
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,0.9340559840202332
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv3.weight,4.486382484436035
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv1.weight,0.19273795187473297
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv2.weight,0.07545865327119827
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv3.weight,0.39716795086860657
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,0.6668387055397034
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,4.236639022827148
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv3.weight,3.190650224685669
resnet50_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,6.223445415496826
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,3.328676223754883
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,4.511384963989258
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv3.weight,3.5336556434631348
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv1.weight,0.6549153327941895
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv2.weight,2.2534706592559814
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv3.weight,2.670592784881592
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv1.weight,1.6760305166244507
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv2.weight,1.6110817193984985
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv3.weight,2.7616991996765137
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,5.6196393966674805
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,4.099022388458252
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv3.weight,10.185243606567383
resnet50_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,6.114385604858398
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,1.6744009256362915
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,1.5819028615951538
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv3.weight,5.352550506591797
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv1.weight,1.677931547164917
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv2.weight,1.1933598518371582
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv3.weight,4.607044219970703
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv1.weight,0.9965929985046387
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv2.weight,0.7059553861618042
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv3.weight,3.1212270259857178
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv1.weight,0.9833365082740784
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv2.weight,0.7039700746536255
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv3.weight,5.630846977233887
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv1.weight,1.318934440612793
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv2.weight,1.7094643115997314
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv3.weight,7.101967811584473
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,7.183933258056641
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,5.895151138305664
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv3.weight,23.430002212524414
resnet50_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,5.151596546173096
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,2.7067408561706543
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,5.343141555786133
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv3.weight,20.500125885009766
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv1.weight,4.689968109130859
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv2.weight,6.517279624938965
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv3.weight,6.3302388191223145
resnet50_no_weights,IMAGENET100,QAT,fc.weight,1.869492530822754
