model,dataset,stage,layer,hessian_trace_fused,delta_w_sq,delta_w_sq_per_param,trh_times_dwsq,fp32_acc,isolated_acc,weight_damage_pts,abs_weight_damage_pts
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv3,204.0356494479709,6.707860946655273,6.397114702849649e-06,1368.6427646574896,80.02,77.54,2.4799999999999898,2.4799999999999898
resnet50_no_weights,IMAGENET100,QAT,layer4.0.downsample.0,51.739706909845744,27.995784759521484,1.3349430446396582e-05,1448.4936981687679,80.02,77.74,2.280000000000001,2.280000000000001
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv1,15.958451050519944,12.393229484558105,1.1819104656751733e-05,197.77674608718104,80.02,77.66,2.3599999999999994,2.3599999999999994
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv2,34.09336143069797,20.672996520996094,8.762358144546548e-06,704.8119422458815,80.02,77.64,2.3799999999999955,2.3799999999999955
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv3,128.61607255433736,5.435158729553223,5.183371285966132e-06,699.0487695045574,80.02,77.74,2.280000000000001,2.280000000000001
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv1,32.98456332065441,90.6539535522461,8.645434718346223e-05,2990.181071211725,80.02,77.64,2.3799999999999955,2.3799999999999955
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv2,32.51273409525553,49.23543167114258,2.0868696285308237e-05,1600.7784979889814,80.02,77.76,2.259999999999991,2.259999999999991
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv3,38.08517096556869,7.261499404907227,6.9251054810592905e-06,276.55544630226706,80.02,77.76,2.259999999999991,2.259999999999991
resnet50_no_weights,IMAGENET100,QAT,fc,9.257931213908726,12.913917541503906,6.305623799562454e-05,119.55616030133245,80.02,78.34,1.6799999999999926,1.6799999999999926
cnn,IMAGENET100,QAT,conv1,359.5580206129286,1.165443778038025,0.0013488932616180843,419.04465796700555,43.04,43.52,-0.480000000000004,0.480000000000004
cnn,IMAGENET100,QAT,conv2,1667.9424925062392,2.196500539779663,0.00011916778102103207,3663.636585111391,43.04,44.24,-1.2000000000000028,1.2000000000000028
cnn,IMAGENET100,QAT,conv3,2132.486644011165,5.598489761352539,7.593437718848388e-05,11938.704642717545,43.04,42.4,0.6400000000000006,0.6400000000000006
cnn,IMAGENET100,QAT,conv4,15.575354211671012,63.99562072753906,0.00021699903946783807,996.7544608271762,43.04,42.42,0.6199999999999974,0.6199999999999974
cnn,IMAGENET100,QAT,fc1,63.98670959001706,29.733884811401367,2.835644227161538e-05,1902.5734524101583,43.04,43.22,-0.17999999999999972,0.17999999999999972
cnn,IMAGENET100,QAT,fc2,36.52090216119305,18.66151237487793,0.0001822413317859173,681.5352676228102,43.04,43.32,-0.28000000000000114,0.28000000000000114
