model,dataset,stage,layer,calib_min,calib_max,range_width,scale,zero_point,act_p99,act_p999,act_max,outlier_factor,range_over_p99,seed,n_seeds,metric_std
cnn,CIFAR10,PTQ,fc1,-2.99546217918396,4.414804458618164,7.410266637802124,0.029059870168566704,103,0.7724232077598572,1.469920039176941,2.7504642009735107,3.5608254300777267,9.593531840262807,44,3,
cnn,CIFAR10,PTQ,fc2,-11.027742385864258,24.864330291748047,35.892072677612305,0.14075323939323425,78,12.719367980957031,14.627483367919922,14.63684368133545,1.1507524354393388,2.8218440359103214,44,3,
cnn,CIFAR10,PTQ,conv1,-8.091721534729004,7.558411121368408,15.650132656097412,0.06137306988239288,132,1.6018576224644978,2.804293235143026,6.78237263361613,4.23377485169004,9.77388128391934,aggregate,3,0.49436348585723966
cnn,CIFAR10,PTQ,conv2,-8.328008651733398,4.754361152648926,13.082369804382324,0.05130341276526451,162,0.8620925744374593,1.5072439114252727,3.8271755377451577,4.438656185881443,15.18236054055748,aggregate,3,0.23078378822775233
cnn,CIFAR10,PTQ,conv3,-5.947083473205566,3.1554296016693115,9.102513074874878,0.035696130245923996,167,0.5332458813985189,1.0122899413108826,3.1514570713043213,5.910092718590357,17.07640780269605,aggregate,3,0.2599909006466178
cnn,CIFAR10,PTQ,conv4,-3.486232280731201,3.6537742614746094,7.1400065422058105,0.02800002507865429,125,0.8624915679295858,1.5309398174285889,4.102057377497355,4.757382948891545,8.284091422996955,aggregate,3,0.2927599114898165
cnn,CIFAR10,PTQ,fc1,-2.99546217918396,4.414804458618164,7.410266637802124,0.029059870168566704,103,0.7342250545819601,1.4393311341603596,3.498981793721517,4.795565516115686,10.107803856585974,aggregate,3,1.087504444059013
cnn,CIFAR10,PTQ,fc2,-11.027742385864258,24.864330291748047,35.892072677612305,0.14075323939323425,78,10.92795467376709,16.209883371988933,20.213688850402832,1.914124166668429,3.3367007529250157,aggregate,3,0.6625768955250569
cnn,CIFAR10,QAT,conv1,-7.891393661499023,7.664823532104492,15.556217193603516,0.061004772782325745,129,1.53438401222229,2.7226438522338867,6.8020405769348145,4.433075763793468,10.138411942309686,42,3,
cnn,CIFAR10,QAT,conv2,-7.543217182159424,5.159477710723877,12.7026948928833,0.04981448873877525,151,0.7948737740516663,1.4166313409805298,4.342088222503662,5.462613517075768,15.98076991285617,42,3,
cnn,CIFAR10,QAT,conv3,-5.9195451736450195,3.538827419281006,9.458372592926025,0.03709165379405022,160,0.5148760676383972,1.0065346956253052,2.9107019901275635,5.653208943033995,18.370192726783987,42,3,
cnn,CIFAR10,QAT,conv4,-3.473512649536133,4.190702438354492,7.664215087890625,0.03005574457347393,116,0.8909173011779785,1.560132384300232,3.8616867065429688,4.3345063581513275,8.602611126483831,42,3,
cnn,CIFAR10,QAT,fc1,-2.726262331008911,4.269510269165039,6.99577260017395,0.027434401214122772,99,0.8504992723464966,1.6095924377441406,3.8046603202819824,4.473443357317712,8.225489224550266,42,3,
cnn,CIFAR10,QAT,fc2,-10.82536792755127,24.74535369873047,35.57072162628174,0.13949301838874817,78,11.776378631591797,19.988414764404297,23.208309173583984,1.9707509328312882,3.0205144330922122,42,3,
cnn,CIFAR10,QAT,conv1,-7.891393661499023,7.664823532104492,15.556217193603516,0.061004772782325745,129,1.5196506977081299,2.665006399154663,6.1640143394470215,4.05620472437733,10.236705854223418,43,3,
