model,dataset,variant,canonical_layer,weight_shape,trace_raw,trace_per_param,probe_seed,seed,n_seeds,metric_std
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv1,"(256, 1024, 1, 1)",84.18717309702997,0.0003211485790139388,43,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv1,"(256, 1024, 1, 1)",79.06079978942871,0.0003015930167748593,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv1,"(256, 1024, 1, 1)",76.61485102464611,0.00029226246270998426,"42,43,44",aggregate,3,9.046780573625988
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv2,"(256, 256, 3, 3)",118.92922439575196,0.00020163510538016757,42,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv2,"(256, 256, 3, 3)",136.42938206990559,0.00023130524032576765,43,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv2,"(256, 256, 3, 3)",113.70097618103027,0.00019277102352740865,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv2,"(256, 256, 3, 3)",123.01986088222927,0.00020857045641111462,"42,43,44",aggregate,3,11.903574619026847
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv3,"(1024, 256, 1, 1)",73.01305721117103,0.0002785227096983758,42,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv3,"(1024, 256, 1, 1)",63.00564988454183,0.00024034748033348782,43,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv3,"(1024, 256, 1, 1)",69.13902575174967,0.00026374445248317593,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv3,"(1024, 256, 1, 1)",68.38591094915418,0.0002608715475050132,"42,43,44",aggregate,3,5.046031785441336
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv1,"(256, 1024, 1, 1)",107.6371063232422,0.0004106029751710594,42,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv1,"(256, 1024, 1, 1)",102.00382436116537,0.0003891137098738303,43,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv1,"(256, 1024, 1, 1)",98.70174725850423,0.0003765172853794259,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv1,"(256, 1024, 1, 1)",102.78089264763726,0.0003920779901414385,"42,43,44",aggregate,3,4.518078877723253
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv2,"(256, 256, 3, 3)",118.3816363470895,0.00020070671309931352,42,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv2,"(256, 256, 3, 3)",139.48699391682942,0.00023648917968212453,43,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv2,"(256, 256, 3, 3)",133.23676884969075,0.00022589241680516688,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv2,"(256, 256, 3, 3)",130.36846637120323,0.0002210294365288683,"42,43,44",aggregate,3,10.841097678174375
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv3,"(1024, 256, 1, 1)",98.6298885345459,0.0003762431661016308,42,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv3,"(1024, 256, 1, 1)",132.7728271484375,0.0005064881406724453,43,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv3,"(1024, 256, 1, 1)",100.47906265258788,0.00038329720555339006,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv3,"(1024, 256, 1, 1)",110.62725944519043,0.0004220095041091554,"42,43,44",aggregate,3,19.200898101496033
