model,dataset,stage,layer,eigenvalue
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv1.weight,13.602169799804688
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv2.weight,2.8926131248474123
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv3.weight,3.675433397293091
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv1.weight,4.502604913711548
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv2.weight,1.9623229265213014
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv3.weight,4.806046199798584
resnet50_no_weights,CIFAR10,FP32,layer2.0.downsample.0.weight,8.775191307067871
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv1.weight,1.0076160073280334
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv2.weight,2.3215538024902345
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv3.weight,1.3888202548027038
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv1.weight,2.047148275375366
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv2.weight,2.849483919143677
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv3.weight,1.3745556592941284
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv1.weight,3.6241736888885496
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv2.weight,5.309523725509644
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv3.weight,1.8764364004135132
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv1.weight,4.9057258605957035
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv2.weight,2.6187851428985596
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv3.weight,1.7174735426902772
resnet50_no_weights,CIFAR10,FP32,layer3.0.downsample.0.weight,5.901148128509521
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv1.weight,0.4047991156578064
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv2.weight,0.9209779739379883
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv3.weight,0.6190610766410828
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv1.weight,0.3901004195213318
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv2.weight,0.9481479167938233
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv3.weight,0.6474357604980469
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv1.weight,1.1724301099777221
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv2.weight,2.8920337200164794
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv3.weight,1.4198747873306274
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv1.weight,2.223586392402649
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv2.weight,2.304043400287628
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv3.weight,0.9539603948593139
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv1.weight,2.2559993267059326
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv2.weight,1.5240293979644775
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv3.weight,0.8696234226226807
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv1.weight,3.5623859405517577
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv2.weight,2.019876480102539
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv3.weight,1.2091909885406493
resnet50_no_weights,CIFAR10,FP32,layer4.0.downsample.0.weight,3.4907685279846192
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv1.weight,1.1342469573020935
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv2.weight,3.3960986137390137
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv3.weight,1.7078527450561523
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv1.weight,4.008901357650757
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv2.weight,2.566865062713623
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv3.weight,0.7938184618949891
resnet50_no_weights,CIFAR10,FP32,fc.weight,0.8531731486320495
resnet50_no_weights,CIFAR10,PTQ,conv1.weight,39.77099323272705
resnet50_no_weights,CIFAR10,PTQ,layer1.0.conv1.weight,1.129733368754387
resnet50_no_weights,CIFAR10,PTQ,layer1.0.conv2.weight,20.580975437164305
resnet50_no_weights,CIFAR10,PTQ,layer1.0.conv3.weight,2.2168886423110963
resnet50_no_weights,CIFAR10,PTQ,layer1.0.downsample.0.weight,9.879489326477051
resnet50_no_weights,CIFAR10,PTQ,layer1.1.conv1.weight,6.452073287963867
resnet50_no_weights,CIFAR10,PTQ,layer1.1.conv2.weight,9.280708742141723
resnet50_no_weights,CIFAR10,PTQ,layer1.1.conv3.weight,2.645148682594299
resnet50_no_weights,CIFAR10,PTQ,layer1.2.conv1.weight,12.183234572410583
resnet50_no_weights,CIFAR10,PTQ,layer1.2.conv2.weight,2.091793727874756
resnet50_no_weights,CIFAR10,PTQ,layer1.2.conv3.weight,3.141934943199158
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv1.weight,9.154988670349121
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv2.weight,19.98600580096245
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv3.weight,3.100915974378586
resnet50_no_weights,CIFAR10,PTQ,layer2.0.downsample.0.weight,3.406821775436401
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv1.weight,2.019819052517414
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv2.weight,1.5819644331932068
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv3.weight,1.3765130892395974
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv1.weight,2.1602995306253434
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv2.weight,0.5840358316898346
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv3.weight,0.9188539445400238
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv1.weight,2.9586947917938233
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv2.weight,1.6355554819107057
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv3.weight,1.0585235476493835
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv1.weight,3.8872880935668945
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv2.weight,1.533383321762085
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv3.weight,0.9793497443199157
resnet50_no_weights,CIFAR10,PTQ,layer3.0.downsample.0.weight,3.517990732192993
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv1.weight,0.733184027671814
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv2.weight,0.3993381530046463
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv3.weight,0.995490312576294
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv1.weight,0.7963428401155397
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv2.weight,0.2572305887937546
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv3.weight,0.26959248930215834
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv1.weight,1.5599246740341186
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv2.weight,0.6463594496250152
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv3.weight,0.7766627371311188
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv1.weight,0.5144121997058392
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv2.weight,0.19448529183864594
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv3.weight,0.44398497939109804
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv1.weight,1.1399245262145996
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv2.weight,0.32317185401916504
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv3.weight,0.7494359731674194
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv1.weight,2.0632298421114683
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv2.weight,0.46667528748512266
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv3.weight,4.48873672678601
resnet50_no_weights,CIFAR10,PTQ,layer4.0.downsample.0.weight,18.947167205810548
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv1.weight,1.2290106430649756
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv2.weight,5.2028682947158815
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv3.weight,4.095519256591797
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv1.weight,22.371234893798828
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv2.weight,6.547967052459716
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv3.weight,3.6656732082366945
resnet50_no_weights,CIFAR10,PTQ,fc.weight,2.09357168674469
resnet50_no_weights,CIFAR10,QAT,conv1.weight,11.61404972076416
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv1.weight,0.4777767598628998
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv2.weight,8.165562057495118
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv3.weight,3.2084327220916746
resnet50_no_weights,CIFAR10,QAT,layer1.0.downsample.0.weight,2.2999588012695313
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv1.weight,3.136606788635254
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv2.weight,5.571156120300293
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv3.weight,1.7799603343009949
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv1.weight,7.818880271911621
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv2.weight,2.847716522216797
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv3.weight,1.552891778945923
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv1.weight,3.819086027145386
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv2.weight,2.5964510917663572
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv3.weight,2.0599897861480714
resnet50_no_weights,CIFAR10,QAT,layer2.0.downsample.0.weight,3.556677007675171
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv1.weight,1.047214102745056
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv2.weight,1.3047088027000426
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv3.weight,0.5382013261318207
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv1.weight,1.3765609741210938
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv2.weight,1.3236937403678894
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv3.weight,0.6845159828662872
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv1.weight,3.4887387275695803
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv2.weight,1.841259980201721
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv3.weight,0.9833874702453613
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv1.weight,6.699741840362549
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv2.weight,1.3899663925170898
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv3.weight,0.9075281381607055
resnet50_no_weights,CIFAR10,QAT,layer3.0.downsample.0.weight,2.1630905628204347
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv1.weight,0.3179049491882324
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv2.weight,0.23443796038627623
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv3.weight,0.26178044378757476
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv1.weight,0.34516396522521975
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv2.weight,0.270523801445961
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv3.weight,0.3411779850721359
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv1.weight,1.3163217842578887
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv2.weight,0.8703165054321289
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv3.weight,0.5806822299957275
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv1.weight,1.6525096893310547
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv2.weight,0.5254300117492676
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv3.weight,0.5354656934738159
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv1.weight,2.682931399345398
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv2.weight,0.3916743814945221
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv3.weight,0.47355196475982664
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv1.weight,3.4998114585876463
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv2.weight,0.9316029191017151
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv3.weight,0.6480167627334594
resnet50_no_weights,CIFAR10,QAT,layer4.0.downsample.0.weight,3.255912017822266
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv1.weight,1.2843731880187987
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv2.weight,2.468155789375305
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv3.weight,1.142497980594635
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv1.weight,4.328363609313965
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv2.weight,1.2601496577262878
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv3.weight,0.6962134838104248
resnet50_no_weights,CIFAR10,QAT,fc.weight,0.8296558022499084
