model,dataset,stage,layer,hessian_trace_fused,delta_w_sq,delta_w_sq_per_param,trh_times_dwsq,fp32_acc,isolated_acc,weight_damage_pts,abs_weight_damage_pts
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv2,14.709680245181726,3.865156412124634,6.553067376242123e-06,56.8552149199672,80.56,80.57,-0.009999999999990905,0.009999999999990905
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv3,8.957011349074508,1.7313040494918823,6.604400823562173e-06,15.507310019997442,80.56,80.42,0.14000000000000057,0.14000000000000057
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv1,39.93848822786917,1.4368258714675903,5.4810557230666745e-06,57.38465315310622,80.56,80.49,0.07000000000000739,0.07000000000000739
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv2,28.62945281696641,3.8485891819000244,6.524978946092435e-06,110.1830023950941,80.56,80.46,0.10000000000000853,0.10000000000000853
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv3,14.74354848701143,1.8233706951141357,6.955607204872649e-06,26.882954253210997,80.56,80.45,0.10999999999999943,0.10999999999999943
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv1,45.09517847449232,1.3184945583343506,5.029657586419489e-06,59.45774742573447,80.56,80.64,-0.0799999999999983,0.0799999999999983
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv2,17.667265540559228,3.714571475982666,6.297762512177643e-06,65.62632063557278,80.56,80.47,0.09000000000000341,0.09000000000000341
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv3,13.247562130821022,1.4257686138153076,5.4388756325352006e-06,18.88795829569285,80.56,80.44,0.12000000000000455,0.12000000000000455
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv1,44.0187685435085,1.2493488788604736,4.765887752000708e-06,54.99479912865103,80.56,80.64,-0.0799999999999983,0.0799999999999983
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv2,7.345384912678845,3.634463310241699,6.161945445152621e-06,26.696531964734188,80.56,80.63,-0.06999999999999318,0.06999999999999318
